id,mean_time_ms_1,mean_time_ms_10,mean_time_ms_100,mean_time_ms_200,mean_time_ms_400,mean_time_ms_500,mean_time_ms_600,mean_time_ms_800,mean_time_ms_1000,mean_time_ms_2000,mean_time_ms_5000,mean_time_ms_10000,mean_time_ms_15000,mean_time_ms_20000
0,2.284666666666667,2.301333333333333,2.8303333333333334,2.8476666666666666,2.541,3.6503333333333337,4.273,2.573,2.8806666666666665,2.2063333333333333,2.794,2.9233333333333333,2.217,2.1959999999999997
1,2.268333333333333,2.3253333333333335,2.273,2.068333333333333,2.53,3.6556666666666664,1.7126666666666666,1.7806666666666668,1.8156666666666668,1.8373333333333335,2.4753333333333334,2.014,1.857,1.75
2,2.5453333333333332,2.247666666666667,2.9043333333333337,1.8453333333333335,2.4923333333333333,1.8396666666666668,1.82,2.7230000000000003,2.7343333333333333,1.9886666666666668,1.9420000000000002,1.7346666666666668,1.9240000000000002,1.7383333333333333
3,3.407,2.1903333333333332,1.9563333333333333,3.4149999999999996,1.7246666666666666,1.9506666666666665,1.7926666666666666,2.3393333333333333,1.8739999999999999,1.7773333333333337,1.82,1.7670000000000001,2.022,1.9266666666666665
4,3.7563333333333335,1.9226666666666665,2.5683333333333334,2.135,2.1573333333333333,2.364333333333333,1.9763333333333335,1.7333333333333334,2.4526666666666666,1.6426666666666667,1.8763333333333332,1.8456666666666666,1.7713333333333334,1.9196666666666669
5,4.976,2.1483333333333334,1.9583333333333333,1.9760000000000002,2.247666666666667,2.212,1.857333333333333,1.7870000000000001,1.8856666666666666,1.7053333333333331,1.8173333333333332,1.7623333333333333,2.3960000000000004,1.9593333333333334
6,2.595333333333333,2.054,2.439666666666666,2.536,1.8646666666666667,2.211,2.042333333333333,2.965666666666667,1.8670000000000002,1.8559999999999999,2.967,1.82,2.045,2.7079999999999997
7,2.48,2.2963333333333336,2.449666666666667,1.7806666666666668,1.8459999999999999,1.8793333333333333,2.129,1.8650000000000002,2.9386666666666663,1.7926666666666666,1.9509999999999998,1.7850000000000001,2.046333333333333,2.018
8,3.017333333333333,2.605,2.9796666666666667,2.933666666666667,2.2413333333333334,2.698,1.7943333333333333,2.5846666666666662,1.6276666666666666,1.6796666666666666,1.8673333333333335,1.6476666666666666,2.1126666666666667,1.9549999999999998
9,4.597333333333332,1.9363333333333335,2.783333333333333,3.0269999999999997,2.7893333333333334,2.811,2.4523333333333337,1.8256666666666668,2.0846666666666667,2.6313333333333335,2.473666666666667,1.9473333333333331,1.7816666666666665,1.827
10,2.3646666666666665,2.2266666666666666,2.0686666666666667,2.0063333333333335,1.8719999999999999,1.9686666666666666,2.0753333333333335,1.7,2.804,2.3386666666666667,3.1406666666666667,2.2943333333333333,1.7736666666666665,2.4913333333333334
11,2.72,3.464,1.78,1.8260000000000003,2.923666666666667,3.0163333333333333,1.7646666666666666,2.158,1.689,1.671,2.028,2.292333333333333,1.8183333333333331,2.2656666666666667
12,3.639,4.014333333333334,1.733666666666667,2.523,1.8413333333333333,1.7396666666666665,1.920333333333333,1.7409999999999999,2.2916666666666665,1.6613333333333333,1.7850000000000001,1.9120000000000001,1.7593333333333334,1.8296666666666666
13,2.337666666666667,3.249333333333333,1.9120000000000001,1.8113333333333337,2.560333333333333,1.9840000000000002,1.7139999999999997,2.6809999999999996,1.9386666666666665,1.7843333333333333,1.7566666666666668,1.8473333333333333,2.1473333333333335,2.079
14,2.573,1.9993333333333332,2.1526666666666667,1.7346666666666666,1.8546666666666667,2.499,3.0869999999999997,1.7933333333333337,3.407666666666667,1.7683333333333333,1.8653333333333333,1.721,1.7469999999999999,1.6886666666666665
15,2.337,2.386,1.998,2.1293333333333333,1.899,3.082333333333333,2.3076666666666665,2.953333333333333,2.172,1.9473333333333336,3.1303333333333327,1.7413333333333334,1.852,1.7599999999999998
16,2.5416666666666665,2.3783333333333334,2.2243333333333335,1.6993333333333336,1.9479999999999997,3.188,2.1213333333333337,1.7713333333333334,5.171666666666666,1.8256666666666668,1.888,1.9866666666666666,3.083,1.9743333333333333
17,3.9916666666666667,2.107333333333333,1.8326666666666667,1.8726666666666667,2.0366666666666666,1.8276666666666668,1.9266666666666665,2.0693333333333332,1.7586666666666666,1.64,1.8346666666666664,1.6950000000000003,1.7249999999999999,1.7476666666666667
18,4.194,2.012,1.8873333333333333,2.016,3.0756666666666668,2.073,2.0690000000000004,1.9423333333333332,1.7423333333333335,2.4736666666666665,1.8070000000000002,1.7220000000000002,1.8533333333333333,2.4280000000000004
19,2.7550000000000003,2.050333333333333,1.840333333333333,3.545,1.8369999999999997,3.2490000000000006,2.064666666666667,1.9813333333333336,4.314333333333333,2.2816666666666667,1.8926666666666663,1.8099999999999998,1.7273333333333334,3.353666666666667
20,3.2433333333333336,1.9976666666666663,1.743,2.3683333333333336,2.578,2.06,3.648,1.6450000000000002,2.67,1.6736666666666666,2.4056666666666664,3.3113333333333332,1.6773333333333333,2.826
21,2.2853333333333334,2.19,1.8096666666666668,2.027,1.8526666666666667,1.6633333333333333,1.967666666666667,2.4023333333333334,3.5843333333333334,1.8563333333333334,1.926,1.9356666666666669,2.397,1.8943333333333332
22,2.5653333333333337,2.605,1.8706666666666667,2.887,2.7769999999999997,1.8006666666666666,2.6703333333333332,1.6369999999999998,1.7796666666666665,1.8033333333333335,1.6396666666666666,1.8259999999999998,1.773,1.8099999999999998
23,2.5563333333333333,2.6266666666666665,1.8583333333333334,2.6263333333333336,2.163,1.8396666666666668,1.7333333333333334,2.0256666666666665,2.4963333333333333,1.689,1.9193333333333336,1.8303333333333331,2.3996666666666666,1.8573333333333333
24,2.356,2.0483333333333333,2.0753333333333335,2.5636666666666663,1.6606666666666667,3.087666666666667,1.845,3.7406666666666673,1.6463333333333334,1.639,1.9533333333333334,2.8086666666666673,3.0573333333333337,1.9973333333333334
25,3.7416666666666667,2.1919999999999997,1.7053333333333336,2.825333333333333,1.9043333333333334,2.3953333333333333,2.388666666666667,1.7303333333333333,4.784999999999999,1.7576666666666665,2.490666666666667,1.8180000000000003,1.7016666666666669,1.891333333333333
26,2.46,2.4006666666666665,2.6459999999999995,3.3336666666666663,1.7476666666666667,1.844,2.673666666666667,1.7313333333333336,1.7913333333333334,1.9493333333333334,1.898,2.0886666666666667,2.750666666666667,1.6856666666666669
27,3.569333333333333,2.666333333333333,4.010333333333333,2.659333333333333,2.030666666666667,1.9246666666666663,2.159666666666667,2.4506666666666668,2.8200000000000003,2.696333333333333,1.8203333333333334,1.7996666666666667,1.987,1.87
28,2.361666666666667,3.262666666666666,1.8346666666666664,1.6906666666666668,2.4316666666666666,1.9593333333333334,1.918,2.0833333333333335,2.2486666666666664,1.7550000000000001,2.513666666666667,1.979,1.841,1.711
29,2.4433333333333334,4.703333333333333,1.9666666666666666,3.1863333333333337,1.8346666666666664,2.658,2.3859999999999997,2.4263333333333335,5.6896666666666675,1.9740000000000002,1.6683333333333332,1.8653333333333333,2.8226666666666667,1.8179999999999998
30,3.9843333333333333,2.5813333333333333,2.018666666666667,2.2913333333333337,2.486333333333333,2.09,1.819,2.470333333333333,1.6793333333333333,3.0446666666666666,1.707,2.0749999999999997,2.1793333333333336,1.705
31,2.56,2.163,2.5723333333333334,3.3823333333333334,2.290333333333333,1.9426666666666665,1.8343333333333334,1.6906666666666668,2.0406666666666666,1.7236666666666665,1.7990000000000002,2.537666666666667,1.8310000000000002,2.533666666666667
32,2.5226666666666664,2.3716666666666666,1.9493333333333334,4.013333333333333,2.914,2.6176666666666666,1.8756666666666666,1.8726666666666667,2.212,1.694,1.9353333333333331,2.810333333333334,1.7013333333333334,3.1726666666666667
33,3.7283333333333335,2.053,1.9273333333333333,2.8816666666666664,1.9446666666666665,2.7593333333333327,1.8826666666666665,2.5153333333333334,3.4143333333333334,1.7743333333333335,1.837,2.8639999999999994,2.9090000000000003,1.6913333333333334
34,2.9276666666666666,2.3186666666666667,3.337666666666667,3.8796666666666666,8.239333333333333,2.828333333333333,2.291,1.9993333333333334,1.9609999999999996,1.8253333333333333,3.9739999999999998,1.6943333333333335,2.308666666666667,1.6683333333333332
35,3.050333333333333,2.4330000000000003,2.8113333333333332,2.4,2.6686666666666667,1.7289999999999999,2.1983333333333333,2.636333333333333,3.0446666666666666,2.972666666666667,1.8800000000000001,1.8976666666666666,1.7293333333333332,1.6383333333333334
36,2.2529999999999997,2.084666666666667,2.4656666666666665,1.6986666666666668,1.8833333333333335,1.649,1.7329999999999999,2.071,1.784,1.7460000000000002,1.6773333333333333,1.9536666666666667,3.4196666666666666,2.269
37,2.397333333333333,1.9536666666666667,2.7946666666666666,2.0606666666666666,1.7540000000000002,2.1199999999999997,2.0683333333333334,1.7443333333333333,1.6903333333333332,1.8623333333333332,1.7113333333333334,2.1026666666666665,1.6963333333333335,1.7383333333333333
38,2.5386666666666664,2.037,2.408,2.089,1.7713333333333334,2.058666666666667,2.432,2.0156666666666667,2.224666666666667,3.0226666666666664,1.9123333333333334,1.785,1.8073333333333332,1.913
39,2.3793333333333333,2.0513333333333335,1.9456666666666667,1.726,1.6813333333333336,3.1613333333333333,2.481666666666667,1.6563333333333334,2.796,1.973,1.9206666666666665,1.7229999999999999,2.193,2.094333333333333
40,2.5043333333333333,2.0223333333333335,1.9876666666666667,1.8676666666666666,2.3253333333333335,1.764333333333333,2.8456666666666663,1.7686666666666666,1.7606666666666666,1.7990000000000002,1.6796666666666669,1.9420000000000002,1.92,1.8263333333333334
41,2.5180000000000002,2.2866666666666666,1.8646666666666667,2.5653333333333337,1.9816666666666667,1.8616666666666666,1.8843333333333334,1.8543333333333332,2.476,1.6606666666666665,1.7686666666666664,1.72,1.776,1.6133333333333333
42,3.2303333333333337,2.2566666666666664,1.8313333333333335,2.932333333333333,3.313,1.9926666666666666,1.8030000000000002,2.537333333333333,2.614333333333333,2.030666666666667,3.0716666666666668,1.896333333333333,1.5983333333333334,1.6769999999999998
43,2.4389999999999996,2.2016666666666667,3.2283333333333335,1.6793333333333333,3.1,2.047,1.929,1.9420000000000002,2.437,1.649333333333333,1.6323333333333334,1.8003333333333333,1.723,1.6846666666666668
