1,38937092
2,13015986
3,18033982
4,10318995
5,10305881
6,12094020
7,11860848
8,30029059
9,10273933
10,10927916
11,10353803
12,18952131
13,12366057
14,12258053
15,12526035
16,12772798
17,10339975
18,10483026
19,28503894
20,53627014
21,92587947
22,10566950
23,33884049
24,51331044
25,91726065
26,12408018
27,17023087
28,53058862
29,93075990
30,11076212
31,11242866
32,53417921
33,74054003
34,136003017
35,49051046
36,111989975
37,16510010
38,78094959
39,11132955
40,53516864
41,129476070
42,38633108
43,100400925
44,9799957
45,72105169
46,138976097
47,52309036
48,111879111
49,17110110
50,91856957
51,11273861
52,55377006
53,138112784
54,38896084
55,108678102
56,14465093
57,71918011
58,12348891
59,13592004
60,11231184
61,11543035
62,11223793
63,11068106
64,10467053
65,18024921
66,10403872
67,9970904
68,10418177
69,10160923
70,9927988
71,10277987
72,10743856
73,9974003
74,10463000
75,10430098
76,17290115
77,12040138
78,9910822
79,10174990
80,10195017
81,9638071
82,9869099
83,9764910
84,9824037
85,9897947
86,9773016
87,16566992
88,9945869
89,9829998
90,9768962
91,10217905
92,11612892
93,14601946
94,11476040
95,14976978
96,17559051
97,36805153
98,27405023
99,29529095
100,33923865
101,27675152
102,50462962
103,12087106
104,13226032
105,13278961
106,12331009
107,11281967
108,20150900
109,14698028
110,13840914
111,9432077
112,9852170
113,9572983
114,9131908
115,9178877
116,9003878
117,6628990
118,7392168
119,14307976
120,7272958
121,7529974
122,8658170
123,8791924
124,7385970
125,8674145
126,8708001
127,9293079
128,8857011
129,15218019
130,8540868
131,8408070
132,8651018
133,8455992
134,8486987
135,8522034
136,8545875
137,8111953
138,8491039
139,229337931
140,130097151
141,30467033
142,29917002
143,26217938
144,14209033
145,30922175
146,25241136
147,9227991
148,11322975
149,11466980
150,12722969
151,8394956
152,16106129
153,25138855
154,10792971
155,8559942
156,24833917
157,7037162
158,7215977
159,6953001
160,7062912
161,7718087
162,7091045
163,14245987
164,6938935
165,7520914
166,6608010
167,5958080
168,6301165
169,7298947
170,7809162
171,7889986
172,14383078
173,14893055
174,24326086
175,23518086
176,24276972
177,11638165
178,13965130
179,11853933
180,5834103
181,7376909
182,8875131
183,7066012
184,12772084
185,5702019
186,5749941
187,6559849
188,5182028
189,4940033
190,5047083
191,4885912
192,4485130
193,4655123
194,4696131
195,12475967
196,4647017
197,4810095
198,227221966
199,129610062
200,29978037
201,227447033
202,129795075
203,30153990
204,4739046
205,8052826
206,7843971
207,4326105
208,4544973
209,4586935
210,4862070
211,4482030
212,4832029
213,4586935
214,4637003
215,8006096
216,7789850
217,5610943
218,4916191
219,4640817
220,4673005
221,4733086
222,4846811
223,4790067
224,4870892
225,4643917
226,10880947
227,7164955
228,5340815
229,4837990
230,4791975
231,4626990
232,4612923
233,4430055
234,4631042
235,5045891
236,11076212
237,4812002
238,4750967
239,4713059
240,4639148
241,4781961
242,4523039
243,4573822
244,4846096
245,4636049
246,11328935
247,4652023
248,4459858
249,4589081
250,4538059
251,4943848
252,23885012
253,23353815
254,20415068
255,8458138
256,28797865
257,8425951
258,4500866
259,19514084
260,9500026
261,22712946
262,21688938
263,6280899
264,7545948
265,4501104
266,4638911
267,12048959
268,5403996
269,6124020
270,4514933
271,4571915
272,4694939
273,4744053
274,4553080
275,4704952
276,4303933
277,4451990
278,12169123
279,4434109
280,4734993
281,4587173
282,4580975
283,4493952
284,4666090
285,4569053
286,5200863
287,4456997
288,5692005
289,21229029
290,4506111
291,4523992
292,5404949
293,23144007
294,7797003
295,6515026
296,6583929
297,6772995
298,4867077
299,8658171
300,8054018
301,4549981
302,4688025
303,4497051
304,4620075
305,4533053
306,4518032
307,4513026
308,4788875
309,4474163
310,20453930
311,6886006
312,6723165
313,4556894
314,4662037
315,4624128
316,4554033
317,4504919
318,4468918
319,47033071
320,4517079
321,19401073
322,4475832
323,4654169
324,4616022
325,4543066
326,4527092
327,5628109
328,4465819
329,6723166
330,4203081
331,15417099
332,8033037
333,5056858
334,4601955
335,5280017
336,4297972
337,4379034
338,4601955
339,4514933
340,4572868
341,14312029
342,4549026
343,7962942
344,4473209
345,4443884
346,4369974
347,13699055
348,5123854
349,5118132
350,4994870
351,13433933
352,12872934
353,16008139
354,14954090
355,13714076
356,14761925
357,14751911
358,15166998
359,12829065
360,12563944
361,13626099
362,12762069
363,16247034
364,12407065
365,12408018
366,12403011
367,12406111
368,12033940
369,12125015
370,12063980
371,12104988
372,11966943
373,16930819
374,13522148
375,13342142
376,13126850
377,12768031
378,12958050
379,12668133
380,12373209
381,12648105
382,17790079
383,12948036
384,15675068
385,12341022
386,12427091
387,12449980
388,12132167
389,12278080
390,12166023
391,12026072
392,11822939
393,14984131
394,11054993
395,14658928
396,13308048
397,13059139
398,12904883
399,12698173
400,12881040
401,10746956
402,10444880
403,10484934
404,13961077
405,10197162
406,14137983
407,10231019
408,10380029
409,10392904
410,9768010
411,9915829
412,17150164
413,34182071
414,11209011
415,37533998
416,60014010
417,30346871
418,29146910
419,11887789
420,16168117
421,15219927
422,8310079
423,8091926
424,14569044
425,12125969
426,11193991
427,12627125
428,13613940
429,8076191
430,10829925
431,7016182
432,7107019
433,6953001
434,6965161
435,6260157
436,6690979
437,15185833
438,7888079
439,7752895
440,7143021
441,6231069
442,5728961
443,5867005
444,5523920
445,5080939
446,5068063
447,4876852
448,14310837
449,7087946
450,5295992
451,10990143
452,8094072
453,4881144
454,9674788
455,12811899
456,126324892
457,26720047
458,4801035
459,11713982
460,4567147
461,4863977
462,4654169
463,4233838
464,4682064
465,4645824
466,4619121
467,4553079
468,4575968
469,8104086
470,9025097
471,4582882
472,4592180
473,4730940
474,4578829
475,4803896
476,4842996
477,4544020
478,4792929
479,8198977
480,4709959
481,8756876
482,7132053
483,4626035
484,4701138
485,4667998
486,4885912
487,4831076
488,5131960
489,8111953
490,4808903
491,4508019
492,8506060
493,4605054
494,5013943
495,4992962
496,4981041
497,4967928
498,4638195
499,16393185
500,4739999
501,4476071
502,8224964
503,4653931
504,4951001
505,5076885
506,5053997
507,4590034
508,4651070
509,4759074
510,15269041
511,4584074
512,4830122
513,8121967
514,5024910
515,4553080
516,4559994
517,4827976
518,4691839
519,4915953
520,14197112
521,13880968
522,4536867
