id,message_latency
0,1.021
1,0.5289999999999999
2,0.229
3,0.848
4,0.365
5,0.34900000000000003
6,0.374
7,0.27
8,0.376
9,0.358
10,0.393
11,0.474
12,0.376
13,0.34099999999999997
14,0.38699999999999996
15,0.322
16,0.358
17,0.367
18,0.30200000000000005
19,0.28600000000000003
20,0.347
21,0.38699999999999996
22,0.404
23,0.361
24,0.326
25,0.307
26,0.40299999999999997
27,0.35
28,0.348
29,0.28400000000000003
30,0.348
31,0.339
32,0.359
33,0.323
34,0.323
35,0.37
36,0.325
37,0.321
38,0.32
39,0.34600000000000003
40,0.365
41,0.372
42,0.324
43,0.34299999999999997
44,0.316
45,0.34099999999999997
46,0.39399999999999996
47,0.222
48,0.347
49,0.352
50,0.5810000000000001
51,0.335
52,0.35
53,0.35100000000000003
54,0.303
55,0.348
56,0.38499999999999995
57,0.345
58,0.352
59,0.34600000000000003
60,0.337
61,0.28600000000000003
62,0.34400000000000003
63,0.371
64,0.342
65,0.325
66,0.292
67,0.372
68,0.354
69,0.423
70,0.7929999999999999
71,0.34600000000000003
72,0.34600000000000003
73,0.217
74,0.472
75,0.34299999999999997
76,0.306
77,0.309
78,0.373
79,0.32
80,0.333
81,0.509
82,0.304
83,0.34299999999999997
84,0.37
85,0.34600000000000003
86,0.348
87,0.365
88,0.333
89,0.371
90,0.348
91,0.422
92,0.39
93,0.324
94,0.34299999999999997
95,0.337
96,0.40299999999999997
97,0.40900000000000003
98,0.268
99,0.527
100,0.321
101,0.315
102,0.34600000000000003
103,0.455
104,0.237
105,0.27599999999999997
106,0.619
107,0.34900000000000003
108,0.602
109,0.34600000000000003
110,0.29500000000000004
111,0.376
112,0.321
113,0.287
114,0.29500000000000004
115,0.33599999999999997
116,0.307
117,0.36900000000000005
118,0.345
119,0.456
120,0.318
121,0.352
122,0.35
123,0.39599999999999996
124,0.32699999999999996
125,0.328
126,0.299
127,0.3
128,0.363
129,0.342
130,0.283
131,0.332
132,0.33799999999999997
133,0.34
134,0.373
135,0.305
136,0.299
137,0.301
138,0.34
139,0.532
140,0.437
141,0.34
142,0.314
143,0.319
144,0.44
145,0.298
146,0.316
147,0.257
148,0.363
149,0.33399999999999996
150,0.29300000000000004
151,0.275
152,0.309
153,0.272
154,0.32899999999999996
155,0.299
156,0.303
157,0.335
158,0.224
159,0.303
160,0.309
161,0.386
162,0.301
163,0.386
164,0.345
165,0.361
166,0.38699999999999996
167,0.34299999999999997
168,0.309
169,0.34099999999999997
170,0.323
171,0.34600000000000003
172,0.384
173,0.34
174,0.303
175,0.34299999999999997
176,0.332
177,0.365
178,0.19699999999999998
179,0.736
180,0.359
181,0.378
182,0.332
183,0.34400000000000003
184,0.348
185,0.325
186,0.41100000000000003
187,0.339
188,0.323
189,0.34600000000000003
190,0.381
191,0.29500000000000004
192,0.308
193,0.444
194,0.335
195,0.294
196,0.357
197,0.398
198,0.429
199,0.315
200,0.5509999999999999
201,0.305
202,0.199
203,0.28800000000000003
204,0.612
205,0.379
206,0.4
207,0.165
208,0.19799999999999998
