id,mean_time_ms_1,mean_time_ms_10,mean_time_ms_100,mean_time_ms_200,mean_time_ms_400,mean_time_ms_500,mean_time_ms_600,mean_time_ms_800,mean_time_ms_1000,mean_time_ms_2000,mean_time_ms_5000,mean_time_ms_10000,mean_time_ms_15000,mean_time_ms_20000
0,14.678319333333334,15.502055333333333,10.104259,7.4080224999999995,4.536390333333333,16.495386666666665,12.824058,10.322729666666666,18.342256333333335,6.787419,17.786344,10.288000333333335,6.794293666666667,4.9759150000000005
1,5.460738999999999,4.408995333333333,4.610697333333333,12.726783666666668,4.271427666666667,7.059256,5.6444410000000005,6.556590666666668,9.068966,8.429050499999999,7.806619,7.268667,8.050044333333334,7.2280169999999995
2,4.209995,4.641056,4.882733333333333,12.990951333333333,5.271275666666667,9.376287666666668,5.801439,8.815368333333334,10.850985666666666,10.707497499999999,9.973685,7.411957,8.431593666666666,9.575367
3,4.511595,5.275329333333333,3.7879946666666666,11.378685666666668,6.674051333333334,8.996645666666668,6.9060325,8.125385,10.491609333333335,10.6470585,11.616309666666666,6.967385666666668,11.158625333333333,9.039998
4,4.512945666666666,5.464235666666667,5.1747163333333335,10.715644,7.450739333333332,8.399645666666666,8.4799525,9.373744333333333,10.363022333333335,11.4545825,12.365659,8.454640666666666,9.888331333333333,13.993502
5,3.9860406666666663,6.114642,4.17304,8.147557333333333,6.6520373333333325,8.971373333333334,8.6919065,10.956367,11.754592333333333,12.782455,12.510061333333335,9.122689333333334,10.570446333333335,13.5028365
6,4.6586989999999995,4.1607226666666675,3.8550696666666666,6.272951666666667,7.553657333333334,8.754651,7.163286,12.647708,12.476365,12.2823715,11.782646,8.402029333333333,10.879914,12.915492
7,4.4856869999999995,5.246957,4.131634999999999,4.836400666666667,6.2269369999999995,7.9186760000000005,7.651964666666667,12.497345333333334,11.751969666666666,14.681935,11.056423333333333,10.824282666666667,10.099331333333334,11.2780335
8,4.240910666666666,3.882726333333333,4.797697333333333,4.229386666666667,5.885998333333333,8.236328666666667,9.100993333333333,12.937306999999999,12.863635666666667,13.711928499999999,9.621620333333333,9.765068666666666,8.973280333333333,12.187481
9,4.978736333333334,4.6120486666666665,4.835605666666667,3.8057166666666666,5.1632723333333335,7.417042666666666,9.975274666666666,11.509656999999999,12.259722000000002,13.149381,9.505907666666667,10.25033,9.060701,10.277033
10,4.387299333333334,4.3602783333333335,3.384352,3.597656666666667,5.074262333333333,7.843653666666667,9.768327000000001,12.684266333333335,10.480960333333334,11.818171,10.092656,12.812375666666666,10.979652333333334,8.434057000000001
11,4.371643,6.818294666666667,3.6516983333333335,3.6222933333333334,5.836963333333333,8.005301333333334,8.583307333333332,14.067331666666666,10.920762999999999,13.123512,11.496623333333334,11.917988333333334,10.160048666666667,9.874344333333333
12,5.057255666666666,4.839340666666666,7.000605333333333,4.18369,5.72896,9.481668666666666,7.3762739999999996,12.595574,10.021209666666666,18.294573,12.095054,11.271873999999999,10.888576333333333,11.239607999999999
13,4.903555,4.955053,3.6319890000000004,5.8726466666666655,5.433956666666667,9.230375,10.219335666666668,12.287696000000002,11.037032000000002,18.854021499999998,12.281417666666668,10.757605,10.457675,12.295245999999999
14,3.930965666666667,4.965623666666667,5.3377946666666665,4.870971,6.925026333333334,9.806315,10.125319,11.939287,12.176990333333334,17.353892000000002,11.046409666666667,12.678305333333332,10.062933,11.470317666666666
15,4.042069333333333,4.073222333333334,4.514535666666666,3.6029816666666665,6.757974999999999,10.019938,10.455688,11.395692666666667,11.073748,16.964554500000002,9.247461666666666,13.097683333333334,10.670026333333334,12.398878666666667
16,4.538616,4.547039666666667,3.818671333333333,4.329205,6.882985333333333,8.792956666666667,9.480635666666666,10.815222666666665,13.091008,15.607952999999998,10.631958333333333,12.879927666666667,11.013667333333332,11.680365
17,5.859613666666667,4.911979,3.7002563333333334,3.6413666666666664,7.949352333333334,12.531678,10.015249333333331,11.757294333333334,13.224999000000002,15.892505,11.652390333333335,12.424628,13.541698666666667,12.251297666666668
18,4.714727333333333,6.556590333333333,6.203969000000001,4.503409,9.072224666666667,11.579275333333333,9.473641666666667,11.138677999999999,13.551791999999999,15.277505,11.785586666666667,11.179924333333332,13.852675666666665,10.420481666666667
19,4.110971999999999,4.287957666666666,3.6719636666666666,3.6536856666666666,8.590936666666666,12.674014000000001,9.016275333333333,10.931889333333332,12.864748999999998,16.8354515,11.669317999999999,11.592388,13.636350666666667,11.536995333333332
20,4.4124126666666665,6.263335666666666,4.2790566666666665,3.795305666666667,7.737318333333334,13.000249666666667,9.732246333333334,10.227362333333332,14.002403000000001,18.150449,10.427395333333335,12.287695999999999,14.041026666666667,11.334578
21,4.1336216666666665,4.011312666666666,3.9543310000000003,3.5765966666666666,10.993321333333332,11.922359333333333,9.057601666666665,11.003970999999998,12.720982666666666,16.821861499999997,10.867357333333333,10.568380666666668,12.798388666666668,10.390043333333333
22,4.122575333333333,3.842036333333333,3.572543666666667,3.3014613333333336,10.028283,10.679721333333333,9.250958666666667,10.452270333333333,12.228965333333335,17.1568395,10.728676666666667,10.415872,11.915366,11.197964333333333
23,4.135370666666667,3.844022666666666,4.428625333333333,4.198312666666666,9.777387,11.602322333333333,8.013645666666667,10.214647000000001,11.562029666666668,18.0165765,12.730360333333335,10.070959666666667,12.056668333333334,11.809905333333333
24,3.9516293333333334,5.376895,3.4183660000000002,4.139979666666666,10.618687,10.291576333333333,9.968360333333333,10.966301000000001,12.852033,20.414472,11.781374666666665,10.203044,11.486689333333333,11.732260333333334
25,4.096031333333333,5.225658666666667,4.151344333333333,5.835294333333334,10.186592666666668,12.752771666666668,9.685993,12.248357333333333,12.533982333333332,22.4974155,11.632999,11.334101333333331,10.415554,13.178269333333333
26,4.607995,4.367669333333333,3.3600326666666667,4.061698666666667,9.793361333333333,11.261383666666667,9.300391,12.162367333333334,12.378692333333333,16.631603333333334,10.203043666666666,10.353723666666665,9.794950333333334,12.546619
27,4.007657333333333,4.747708666666667,3.506342666666667,4.766702333333334,8.080959000000002,11.296749,11.159340666666667,12.328068666666667,11.273622000000001,16.811370999999998,10.435263,9.502967333333332,9.323597,11.664311
