id,mean_time_ms_200,mean_time_ms_400,mean_time_ms_600,mean_time_ms_800,mean_time_ms_1000,mean_time_ms_1200,mean_time_ms_1400,mean_time_ms_1600,mean_time_ms_1800,mean_time_ms_2000
0,10.620991,5.149285,8.753061,7.457971666666666,14.4159795,5.610068666666667,5.053043,15.551010333333332,11.948982666666666,14.1870975
1,5.414645,5.421002666666666,5.932689,7.522344666666666,9.1149805,9.532769333333334,6.282250333333334,6.712277333333333,10.134697000000001,11.038065
2,5.551974333333334,7.0115723333333335,5.8337053333333335,7.865031666666667,12.1480225,11.620362666666667,8.530378333333333,9.571711333333333,10.384400666666666,11.6024015
3,4.304012,6.998698,6.619691666666665,9.467999333333333,12.825847,13.124704333333334,8.491277666666667,10.013739,9.491046666666666,15.126467
4,3.353595666666667,6.763697333333333,7.506291666666667,10.051171000000002,13.105988499999999,14.047225333333335,7.438262333333334,11.335690666666665,9.657701000000001,14.439464000000001
5,3.546317,8.085171666666666,7.740339000000001,9.996652666666668,13.8374565,13.624986,8.248249666666666,11.392673,8.963029,13.546943500000001
6,3.4340223333333335,8.668581999999999,7.7426433333333335,13.176361666666667,12.1340755,13.947725,9.274324,12.443701666666664,16.807635333333334,13.3856535
7,4.632393666666666,9.851217333333333,6.647984666666667,11.855761000000001,11.224389,13.118744,8.788983333333334,12.420654333333333,18.368959666666665,12.2151375
8,3.9420126666666664,8.648395666666667,8.386373666666666,11.559406666666668,10.2125405,13.361692666666665,9.865999333333333,12.364944333333334,20.101309,10.6859205
9,3.5802523333333336,8.136272,7.94363,12.247323666666666,8.831382,12.711047666666666,8.813301666666668,13.550758333333334,19.134045,20.210027999999998
10,4.855076333333334,7.0810319999999995,7.054011,11.496067333333334,9.735584,11.493444000000002,9.340286333333333,14.104048333333333,17.711242,19.9586155
11,4.120667666666667,8.011659333333334,8.459647333333335,12.332678000000001,10.246514999999999,11.431058333333334,9.887298333333334,15.545049999999998,17.043988000000002,25.323987000000002
12,4.897991666666667,8.802414,10.054032333333334,11.942307333333334,10.835051499999999,11.545340000000001,9.735346,15.569369,16.743978000000002,24.5444775
13,3.784656666666667,8.583784333333332,11.538744,10.829687,12.4045615,10.602315333333333,11.532624333333333,14.305352666666666,15.879948666666666,24.338007500000003
14,3.9276283333333333,8.034626999999999,12.435436000000001,10.946035,12.7340555,11.800051000000002,11.21974,13.722022666666666,16.146898333333333,26.418567
15,3.705978333333334,7.6723896666666676,12.729247666666666,10.532299333333334,11.892080499999999,10.917028,10.801951,12.466748666666666,16.913414,25.5060195
16,3.5563306666666663,8.177678,11.393626333333332,10.950565666666668,12.6631265,10.923623999999998,9.901682666666668,12.612660333333332,17.044703333333334,25.3875255
17,3.5316943333333337,8.783976333333333,11.146386666666666,11.488596333333334,11.690974,11.531989000000001,9.609381666666666,11.974732333333334,17.892361,26.8620255
18,3.588438333333333,8.478720666666666,9.081364,10.920603999999999,11.246443,11.015574333333333,9.658336666666669,12.246688333333333,16.863346333333336,27.059435999999998
19,3.6979516666666665,7.833163,9.4076,10.040919,10.2609395,10.674,8.556365999999999,11.887629666666669,17.714579666666666,27.2724625
20,5.211035,7.107019666666666,10.151306666666665,9.804487,11.787652999999999,10.398387999999999,9.251753333333331,11.765957,17.68596966666667,26.432633499999998
21,4.247665333333334,8.316596666666667,9.331544333333333,10.319709666666666,10.6951,10.121902,8.623361666666668,10.549386333333333,17.388264333333336,27.102469999999997
22,3.4522216666666665,7.644017666666667,9.742975,11.554400333333334,13.043046499999999,10.120630333333333,10.778427,9.939909,17.383019333333333,29.330968499999997
23,3.4946599999999997,7.6003870000000004,9.565353333333334,11.812369000000002,13.343096,10.763962666666666,11.866649,9.896675333333333,16.942580333333336,28.375625499999998
24,3.3419926666666666,7.532676000000001,10.188977,11.828422333333334,12.624502,12.831608666666668,10.093609333333333,9.441057666666667,16.981999,28.596878
25,3.4586586666666665,7.331371333333334,11.091311666666668,12.389024,11.671066,12.671311666666668,10.741948666666667,8.883317333333332,16.090949666666667,30.668497000000002
26,4.605770333333333,6.844679666666667,9.050686999999998,11.258602333333334,11.439442,14.179309333333334,11.237065000000001,9.377718,15.611728,32.2993995
27,3.6836466666666667,8.463939333333334,9.895404000000001,10.871966333333333,11.310338999999999,16.927719333333332,10.695695666666666,10.955731333333333,15.625874000000001,31.539917
28,3.6217373333333334,9.892622333333334,9.722391666666667,9.754340000000001,11.155009499999998,15.770038,11.997302666666668,9.827613666666666,15.075445333333334,30.2890545
29,3.531615,12.229284,9.147723333333333,10.231654,12.794971,14.716069,12.106656999999998,9.360392666666668,15.365679999999998,28.977871
30,3.6292873333333335,11.511008333333335,10.252237333333333,11.009613666666667,11.8740795,14.183044666666667,12.638648333333334,8.212725666666666,16.038973666666667,28.1044245
31,3.863652333333333,9.122610333333334,9.157022,13.442437,11.226416,16.168356,11.311054333333333,8.264382333333332,15.338102999999998,27.1635055
32,3.647089,8.590300666666666,10.023673333333333,12.188911666666668,9.57644,14.928022999999998,9.782712000000002,10.649601000000002,15.251953999999998,27.691602500000002
33,3.53233,7.610718666666667,8.609295333333334,12.147029333333334,7.845044,13.379017333333335,11.053006333333334,10.026693333333332,16.650676333333333,26.846528
34,4.492044666666667,6.793260666666666,9.100675333333333,12.887636666666666,7.885456,13.601303,16.694625,11.37956,18.088023,25.7287025
35,4.205942,6.182670999999999,10.769287666666665,12.670119666666666,9.110451000000001,13.669252333333333,16.65163,13.521353666666664,17.213026666666664,25.9435175
36,4.475355333333333,7.656018,9.209871,13.142665333333333,10.489941,12.911717000000001,15.832741999999998,12.156963666666668,16.886313666666666,26.4694685
37,4.279931666666666,7.238388333333333,8.359035333333333,11.893987000000001,9.514451000000001,13.096412,14.622370333333334,13.215700666666669,16.594728,28.477549500000002
38,3.788312,7.442712666666666,8.815288333333333,12.074232,11.327028,13.451258666666668,14.884313,15.514374000000002,17.468293333333335,27.002930499999998
39,3.7016070000000005,7.174730333333334,8.778015666666667,13.961315333333333,12.0524165,11.861006000000001,15.342394333333331,17.537991333333334,17.67691,26.708007
40,3.451188,8.567253666666666,7.850964333333333,14.188925666666668,12.133836500000001,11.238018666666667,14.318306999999999,16.463995333333333,17.33764,25.8499385
41,4.055262,7.596969333333334,8.225997333333334,16.098260999999997,9.705543500000001,11.686643333333334,13.434727666666666,15.868584333333331,15.958627,24.686575
42,4.277706666666667,7.264295999999999,7.102251333333334,14.942646333333334,11.3055705,10.557969333333334,14.078299333333334,15.604416333333333,16.163110666666668,23.015022000000002
43,4.166841,8.173625,8.967319999999999,14.747699000000003,10.7085705,12.428919,13.570070666666666,14.729102333333335,16.196330666666665,22.60685
44,3.759622333333333,8.886257333333333,7.963975666666666,13.784647000000001,10.0494625,12.328068333333334,13.983647,15.023947000000001,14.634053333333332,22.044421
45,3.349384,7.557312333333333,8.719285,12.674729,13.009547999999999,11.054754333333333,13.933260666666667,15.387058333333334,13.821919666666668,20.717144
46,3.8487120000000004,10.735035000000002,9.294350999999999,12.645403333333334,13.488054,12.040615333333333,14.679273,15.342315,15.533367666666669,22.341013
47,4.214048333333333,10.624726666666666,9.749730666666666,14.270305666666667,11.931062,13.598680666666667,13.145685333333333,15.225410333333334,17.163992,26.11053
48,4.259665666666667,11.046648,10.434309666666666,14.731963666666667,10.851502499999999,14.833609666666666,13.225237333333334,16.172647333333334,15.108665,26.3088945
49,3.9707026666666665,11.122703666666666,9.120384666666666,16.466697333333332,10.705948,16.632398,14.195998000000001,15.724658666666665,13.383070666666669,25.741577
50,3.7020049999999998,9.323358666666666,9.928067333333333,14.846007,9.713888,16.98939,13.554016666666667,15.641292,13.207355999999999,26.056886
51,4.649003,7.960002,9.562730666666667,13.401031333333336,10.7570885,16.040325,15.457868000000003,14.791091000000002,13.405323000000001,25.5845785
52,4.628578666666667,8.094947,9.488026,12.528022,10.711550500000001,15.715996666666667,14.937321666666667,14.379024333333334,12.812932666666669,24.785518500000002
53,3.8677053333333333,8.233944666666668,10.245562,12.096325333333334,10.943969000000001,14.981667333333332,15.083392666666667,13.480742666666666,17.61166233333333,25.5790945
54,4.384915333333333,8.666594333333334,9.588082666666667,11.825641,12.046892999999999,14.406602,13.995647666666665,14.566659999999999,16.318718333333333,23.2176775
55,6.128708333333333,7.924318333333333,9.586334,10.970433666666665,13.208309666666667,14.531612666666666,13.199646999999999,14.541228666666667,18.580039333333335,22.952438
56,4.879713,7.4175993333333325,10.358016,11.779944,13.396263,16.161680333333333,13.060728333333332,14.351606333333335,17.660697333333335,22.772551
57,4.056612333333334,7.009665333333333,10.196288666666666,14.371395,14.460563666666667,15.066782666666668,12.942632000000001,16.458670666666666,19.65061833333333,23.854851500000002
58,3.4700236666666666,8.992433666666667,10.281324666666665,13.409694000000002,13.037681666666666,14.814614999999998,12.082020666666667,17.443419000000002,19.104004,22.1765035
59,3.6605993333333338,9.145975,10.919253,12.372970666666667,14.410654666666666,14.981349333333332,10.679403666666667,16.213655,20.188014,20.157456500000002
60,5.379041666666667,8.718729666666666,10.409911333333334,13.638337,14.527320333333334,13.950427666666664,11.428038333333333,15.434264666666666,20.648638666666667,22.307515000000002
