id,message_latency
0,6.43
1,2.225
2,3.565
3,2.474
4,2.407
5,2.202
6,2.478
7,2.038
8,2.173
9,2.199
10,2.0439999999999996
11,1.97
12,5.736
13,8.623000000000001
14,2.406
15,6.319
16,1.897
17,2.398
18,2.241
19,3.216
20,1.768
21,1.818
22,2.471
23,2.655
24,2.251
25,1.83
26,1.8719999999999999
27,1.831
28,1.847
29,2.19
30,3.079
31,2.819
32,2.225
33,2.191
34,2.14
35,2.447
36,4.992
37,2.7430000000000003
38,2.1310000000000002
39,5.452
40,3.774
41,2.453
42,6.25
43,3.3249999999999997
44,2.2300000000000004
45,3.995
46,2.164
47,2.0309999999999997
48,2.156
49,1.877
50,2.558
51,2.6940000000000004
52,2.233
53,3.572
54,2.494
55,3.1449999999999996
56,2.574
57,3.0469999999999997
58,2.164
59,2.383
60,4.5329999999999995
61,2.442
62,1.9620000000000002
63,2.8800000000000003
64,2.878
65,1.996
66,2.1470000000000002
67,2.412
68,4.296
69,2.04
70,2.464
71,2.553
72,2.157
73,2.5799999999999996
74,1.7429999999999999
75,2.333
76,3.1189999999999998
77,3.47
78,2.549
79,2.595
80,2.7680000000000002
81,1.778
82,2.408
83,2.241
84,2.261
85,4.171
86,4.992
87,4.997
88,2.9819999999999998
89,2.384
90,2.75
91,2.826
92,2.298
93,2.15
94,2.491
95,2.564
96,2.205
97,2.018
98,1.914
99,4.284
100,4.834
101,3.694
102,4.281
103,1.9940000000000002
104,4.812
105,2.669
106,1.934
107,2.574
108,2.892
109,4.2909999999999995
110,2.038
111,2.437
112,2.646
113,4.662999999999999
114,2.59
115,4.318
116,2.009
117,2.322
118,1.728
119,3.64
120,2.584
121,2.0010000000000003
122,2.428
123,2.477
124,2.1350000000000002
125,2.366
126,2.516
127,2.155
128,2.269
129,2.488
130,2.396
131,2.085
132,2.077
133,2.6020000000000003
134,2.113
135,2.3440000000000003
136,3.312
137,2.483
138,2.5140000000000002
139,2.211
140,3.469
141,2.755
142,2.2520000000000002
143,2.091
144,2.301
145,2.233
146,2.951
147,4.590999999999999
148,3.281
149,3.276
150,2.42
151,2.199
152,2.007
153,2.5820000000000003
154,2.6870000000000003
155,1.946
156,2.143
157,2.7889999999999997
158,1.9400000000000002
159,4.449
160,2.862
161,4.539
162,2.367
163,1.812
164,2.842
165,1.822
166,3.024
167,2.164
168,2.2070000000000003
169,2.326
170,4.579
171,1.946
172,2.024
173,2.053
174,1.841
175,2.077
176,1.821
177,1.6900000000000002
178,2.283
179,1.8359999999999999
180,1.841
181,2.12
182,2.112
183,1.928
184,1.737
185,3.922
186,2.059
187,2.134
188,2.0869999999999997
189,4.874
190,2.0370000000000004
191,2.5799999999999996
192,2.771
193,2.072
194,3.673
195,2.475
196,2.271
197,2.15
198,1.984
199,1.965
200,2.841
201,2.492
202,2.286
203,2.1229999999999998
204,5.247
205,5.038
206,1.828
207,3.6830000000000003
208,2.525
209,1.8719999999999999
210,2.78
211,2.625
212,1.911
213,2.016
214,2.072
215,2.8960000000000004
216,2.368
217,2.0309999999999997
218,2.117
219,2.0820000000000003
220,2.609
221,2.958
222,2.4499999999999997
223,5.091
224,2.404
225,2.153
226,2.205
227,3.169
228,4.44
229,2.175
230,2.562
231,1.9889999999999999
232,2.472
233,2.0100000000000002
234,2.076
235,2.3800000000000003
236,1.996
237,1.849
238,2.049
239,1.758
240,3.018
241,4.655
242,1.8840000000000001
243,8.064
244,2.408
245,2.226
246,3.906
247,2.373
248,1.735
249,4.067
250,1.856
251,2.068
252,2.3489999999999998
253,2.181
254,2.052
255,4.577
256,5.194
257,2.041
258,2.1940000000000004
259,2.6870000000000003
260,2.022
261,2.9139999999999997
262,2.1879999999999997
263,2.269
264,1.8760000000000001
265,2.125
266,3.6670000000000003
267,1.875
268,2.649
269,2.351
270,1.9369999999999998
271,2.355
272,2.5860000000000003
273,4.143
274,2.128
275,2.385
276,1.97
277,1.8840000000000001
278,2.432
279,4.315
280,2.488
281,2.343
282,2.417
283,1.777
284,2.695
285,2.027
286,1.9919999999999998
287,2.045
288,2.4229999999999996
289,2.331
290,2.1719999999999997
291,2.565
292,2.084
293,5.599
294,2.005
295,1.9449999999999998
296,2.1350000000000002
297,2.504
298,2.427
299,2.263
300,4.889
301,1.739
302,5.073
303,2.296
304,2.656
305,4.590999999999999
306,2.462
307,6.07
308,2.134
309,1.9189999999999998
310,2.282
311,2.402
312,2.428
313,1.997
314,2.32
315,2.157
316,2.749
317,5.042
318,2.183
319,2.9949999999999997
320,2.1670000000000003
321,2.155
322,2.705
323,2.262
324,2.023
325,4.125
326,1.804
327,2.403
328,2.732
329,2.956
330,2.148
331,2.214
332,2.061
333,1.9020000000000001
334,4.082
335,3.059
336,2.421
337,2.0149999999999997
338,2.061
339,1.97
340,2.097
341,5.191000000000001
342,1.874
343,6.75
344,4.5
345,1.882
346,2.6220000000000003
347,2.451
348,2.049
349,2.3890000000000002
350,2.347
351,3.822
352,2.822
353,2.263
354,2.4819999999999998
355,2.499
356,1.975
357,3.058
358,1.895
359,2.016
360,2.285
361,2.083
362,5.257000000000001
363,1.74
364,2.181
365,2.9450000000000003
366,2.298
367,2.056
368,3.9439999999999995
369,2.565
370,2.028
371,2.698
372,1.8339999999999999
373,1.759
374,2.693
375,2.747
376,2.705
377,5.5760000000000005
378,2.094
379,1.9220000000000002
380,2.576
381,2.4699999999999998
382,2.042
383,2.173
384,2.504
385,2.3249999999999997
386,2.173
387,2.053
388,4.343999999999999
389,1.966
390,2.705
391,3.469
392,2.449
393,2.496
394,4.228
395,2.0799999999999996
396,1.935
397,2.595
398,2.14
399,2.352
400,2.359
401,1.7489999999999999
402,2.218
403,3.742
404,8.059000000000001
405,2.128
406,2.186
407,4.409
408,2.552
409,2.06
410,2.584
411,2.275
412,1.847
413,2.142
414,2.3640000000000003
415,2.141
416,4.665
417,4.458
418,4.936
419,3.678
420,2.06
421,2.3770000000000002
422,2.317
423,2.267
424,2.202
425,2.442
426,1.788
427,2.039
428,2.442
429,3.7399999999999998
430,3.027
431,1.88
432,2.7369999999999997
433,2.348
434,2.527
435,2.1670000000000003
436,1.883
437,2.3289999999999997
438,2.2569999999999997
439,2.189
440,2.699
441,4.545000000000001
442,3.648
443,1.9400000000000002
444,4.412
445,2.564
446,4.687
447,1.917
448,2.281
449,2.3249999999999997
450,1.9789999999999999
451,1.916
452,2.2039999999999997
453,2.521
454,2.474
455,2.488
456,2.1220000000000003
457,2.129
458,4.899
459,2.555
460,7.426
461,2.049
462,2.2239999999999998
463,2.35
464,3.052
465,1.984
466,2.182
467,2.002
468,2.856
469,5.867
470,2.436
471,1.861
472,2.0869999999999997
473,2.028
474,2.0869999999999997
475,1.788
476,1.899
477,2.029
478,2.181
479,1.867
480,1.932
481,4.496
482,2.09
483,2.3240000000000003
484,2.057
485,4.8180000000000005
486,3.1
487,3.679
488,3.164
489,2.11
490,1.874
491,8.59
492,2.315
493,2.052
494,4.064
495,2.785
496,2.39
497,1.8840000000000001
498,2.362
499,4.411
500,2.4610000000000003
501,2.534
502,2.4499999999999997
503,2.282
504,1.935
505,2.4949999999999997
506,3.1670000000000003
507,2.347
508,1.967
509,2.235
510,5.734999999999999
511,1.898
512,2.056
513,2.145
514,2.645
515,2.0869999999999997
516,2.581
517,2.047
518,2.006
519,1.997
520,1.9369999999999998
521,3.676
522,3.282
523,1.9929999999999999
524,4.715999999999999
525,3.0500000000000003
526,2.4589999999999996
527,5.6579999999999995
528,2.4859999999999998
529,2.245
530,2.3240000000000003
531,2.181
532,3.349
533,2.2399999999999998
534,2.09
535,2.4459999999999997
536,2.563
537,2.407
538,4.727
539,2.056
540,2.2169999999999996
541,5.367
542,4.766
543,1.984
544,4.203
545,1.7799999999999998
546,1.911
547,1.806
548,2.213
549,2.11
550,2.653
551,1.745
552,2.397
553,1.75
554,2.025
555,3.4610000000000003
556,5.633
557,4.893
558,2.693
559,1.932
560,2.298
561,2.738
562,2.1229999999999998
563,2.4090000000000003
564,2.942
565,2.174
566,2.124
567,4.595
568,3.433
569,2.4
570,3.278
571,2.356
572,1.818
573,2.556
574,2.298
575,2.042
576,1.845
577,2.125
578,5.316999999999999
579,3.7390000000000003
580,2.548
581,2.8440000000000003
582,8.25
583,6.167
584,1.9589999999999999
585,2.5300000000000002
586,2.129
587,2.39
588,2.169
589,1.797
590,2.518
591,2.1
592,2.335
593,2.511
594,6.581
595,2.779
596,2.092
597,2.2390000000000003
598,2.303
599,2.714
600,2.492
601,2.4699999999999998
602,2.095
603,4.132000000000001
604,4.917000000000001
605,3.684
606,3.6830000000000003
607,2.197
608,2.375
609,2.2300000000000004
610,2.13
611,2.2720000000000002
612,3.448
613,2.721
614,2.206
615,4.5329999999999995
616,1.792
617,2.218
618,4.159999999999999
619,2.359
620,1.814
621,2.057
622,1.895
623,2.178
624,2.822
625,2.518
626,2.097
627,1.807
628,2.669
629,2.326
630,2.301
631,2.099
632,2.8739999999999997
633,6.3740000000000006
634,3.444
635,4.802
636,5.041
637,1.913
638,2.078
639,2.8489999999999998
640,1.987
641,2.698
642,2.589
643,3.928
644,2.064
645,4.513
646,2.248
647,2.039
648,3.853
649,2.656
650,2.059
651,2.294
652,3.229
653,2.472
654,1.934
655,2.444
656,2.126
657,3.236
658,3.236
659,4.52
660,2.062
661,2.235
662,2.494
663,2.0300000000000002
664,1.729
665,1.957
666,2.178
667,2.734
668,2.448
669,3.605
670,2.689
671,2.6510000000000002
672,1.991
673,2.678
674,2.0509999999999997
675,2.283
676,2.676
677,1.813
678,2.574
679,2.555
680,3.261
681,2.487
682,2.4789999999999996
683,2.342
684,3.0260000000000002
685,2.242
686,2.545
687,2.303
688,5.784
689,2.229
690,1.871
691,1.7550000000000001
692,2.494
693,2.196
694,2.398
695,4.175
696,2.8739999999999997
697,1.709
698,1.86
699,2.032
700,3.17
701,2.072
702,2.913
703,1.782
704,3.934
705,2.212
706,3.022
707,1.98
708,2.692
709,2.209
710,2.356
711,2.5820000000000003
712,2.439
713,2.7390000000000003
714,2.275
715,2.016
716,2.7009999999999996
717,5.007000000000001
718,4.029999999999999
719,2.468
720,2.347
721,3.1
722,2.221
723,1.965
724,1.828
725,2.054
726,1.8840000000000001
727,1.843
728,3.6069999999999998
729,1.861
730,2.1919999999999997
731,4.139
732,2.215
733,2.245
734,2.422
735,4.875
736,2.176
737,7.218
738,2.634
739,1.928
740,3.013
741,2.195
742,2.359
743,4.19
744,2.575
745,6.477
746,2.042
747,1.9949999999999999
748,2.37
749,2.386
750,4.646
751,2.474
752,2.676
753,2.7680000000000002
754,3.766
755,1.97
756,2.299
757,1.868
758,2.9949999999999997
759,1.9980000000000002
760,4.241
761,4.555
762,2.0309999999999997
763,2.306
764,2.276
765,2.039
766,1.778
767,1.7750000000000001
768,2.614
769,2.032
770,2.883
771,7.332
772,1.9589999999999999
773,2.109
774,2.884
775,2.627
776,2.4819999999999998
777,2.663
778,3.413
779,2.1380000000000003
780,5.704
781,2.3930000000000002
782,2.2929999999999997
783,2.604
784,2.1719999999999997
785,2.166
786,2.218
787,3.9779999999999998
788,1.881
789,1.772
790,2.666
791,2.692
792,2.78
793,2.443
794,2.1510000000000002
795,2.604
796,3.843
797,3.0109999999999997
798,2.186
799,2.28
800,2.644
801,2.821
802,1.9040000000000001
803,2.715
804,2.076
805,3.113
806,2.242
807,2.676
808,1.863
809,3.319
810,1.964
811,3.0370000000000004
812,1.942
813,2.366
814,2.491
815,1.827
816,2.242
817,2.366
818,2.7279999999999998
819,2.038
820,2.133
821,2.0730000000000004
822,2.68
823,5.505999999999999
824,2.575
825,2.27
826,1.729
827,3.0309999999999997
828,2.2680000000000002
829,2.1189999999999998
830,1.941
831,2.005
832,2.405
833,2.0349999999999997
834,2.7929999999999997
835,2.383
836,2.1679999999999997
837,2.2920000000000003
838,2.432
839,2.255
840,2.81
841,1.953
842,2.895
843,2.033
844,2.112
845,2.1580000000000004
846,2.0869999999999997
847,2.181
848,1.746
849,2.5829999999999997
850,3.7
851,1.7930000000000001
852,2.321
853,2.1069999999999998
854,2.656
855,3.184
856,3.023
857,2.248
