id,mean_time_ms_1,mean_time_ms_10,mean_time_ms_100,mean_time_ms_200,mean_time_ms_400,mean_time_ms_500,mean_time_ms_600,mean_time_ms_800,mean_time_ms_1000,mean_time_ms_2000,mean_time_ms_5000,mean_time_ms_10000,mean_time_ms_15000,mean_time_ms_20000,mean_time_ms_30000,mean_time_ms_50000,mean_time_ms_80000,mean_time_ms_100000,mean_time_ms_200000,mean_time_ms_1000000,mean_time_ms_2000000,mean_time_ms_10000000
0,14.678319333333334,15.502055333333333,10.104259,7.4080224999999995,4.536390333333333,16.495386666666665,12.824058,10.322729666666666,18.342256333333335,6.787419,17.786344,10.288000333333335,6.794293666666667,4.9759150000000005,23.305416,12.4970675,5.894541500000001,9.181976,6.4920185,10.302940999999999,12.456258,20.561933
1,5.460738999999999,4.408995333333333,4.610697333333333,12.726783666666668,4.271427666666667,7.059256,5.6444410000000005,6.556590666666668,9.068966,8.429050499999999,7.806619,7.268667,8.050044333333334,7.2280169999999995,8.4395405,5.5996179999999995,7.1134565,16.702175,9.7440485,8.20899,8.701642666666666,7.133007
2,4.209995,4.641056,4.882733333333333,12.990951333333333,5.271275666666667,9.376287666666668,5.801439,8.815368333333334,10.850985666666666,10.707497499999999,9.973685,7.411957,8.431593666666666,9.575367,8.962035,5.4275994999999995,7.247567500000001,22.106886,9.491444,9.032328666666666,9.773572,9.150981
3,4.511595,5.275329333333333,3.7879946666666666,11.378685666666668,6.674051333333334,8.996645666666668,6.9060325,8.125385,10.491609333333335,10.6470585,11.616309666666666,6.967385666666668,11.158625333333333,9.039998,14.1268965,6.7349675,8.477450000000001,21.358967,11.261463,11.103392,10.748227333333332,10.313987
4,4.512945666666666,5.464235666666667,5.1747163333333335,10.715644,7.450739333333332,8.399645666666666,8.4799525,9.373744333333333,10.363022333333335,11.4545825,12.365659,8.454640666666666,9.888331333333333,13.993502,16.8279405,8.4460975,10.0935695,19.511938,11.254668500000001,10.772625666666668,10.245005333333333,11.756897
5,3.9860406666666663,6.114642,4.17304,8.147557333333333,6.6520373333333325,8.971373333333334,8.6919065,10.956367,11.754592333333333,12.782455,12.510061333333335,9.122689333333334,10.570446333333335,13.5028365,17.925977,8.1620215,9.364486,24.718046,10.6960535,10.652859999999999,10.860284666666667,10.99205
6,4.6586989999999995,4.1607226666666675,3.8550696666666666,6.272951666666667,7.553657333333334,8.754651,7.163286,12.647708,12.476365,12.2823715,11.782646,8.402029333333333,10.879914,12.915492,17.242431500000002,8.545041000000001,11.030912,23.828029,12.894391500000001,10.285695666666667,9.560982666666666,10.15997
7,4.4856869999999995,5.246957,4.131634999999999,4.836400666666667,6.2269369999999995,7.9186760000000005,7.651964666666667,12.497345333333334,11.751969666666666,14.681935,11.056423333333333,10.824282666666667,10.099331333333334,11.2780335,17.379999,8.2284215,11.492848500000001,22.110939,12.907386500000001,13.156970333333334,10.018428,13.128996
8,4.240910666666666,3.882726333333333,4.797697333333333,4.229386666666667,5.885998333333333,8.236328666666667,9.100993333333333,12.937306999999999,12.863635666666667,13.711928499999999,9.621620333333333,9.765068666666666,8.973280333333333,12.187481,15.2825115,8.9410545,11.631966,21.168947,11.886954,12.386322,9.195725333333334,12.205124
9,4.978736333333334,4.6120486666666665,4.835605666666667,3.8057166666666666,5.1632723333333335,7.417042666666666,9.975274666666666,11.509656999999999,12.259722000000002,13.149381,9.505907666666667,10.25033,9.060701,10.277033,15.578508,9.231925,11.366129,20.319939,12.771367999999999,12.873887999999999,8.727392,13.51595
